4.799999999999999822e-01,6.799999999999999378e-01,5.000000000000000000e-01
4.500000000000001776e-01,6.999999999999999556e-01,5.000000000000000000e-01
4.199999999999999289e-01,7.199999999999999734e-01,5.000000000000000000e-01
3.900000000000001243e-01,7.399999999999999911e-01,5.000000000000000000e-01
3.599999999999998757e-01,7.600000000000000089e-01,5.000000000000000000e-01
3.300000000000000711e-01,7.800000000000000266e-01,5.000000000000000000e-01
2.999999999999998224e-01,8.000000000000000444e-01,5.000000000000000000e-01
2.700000000000000178e-01,8.200000000000000622e-01,5.000000000000000000e-01
2.399999999999997691e-01,8.400000000000000799e-01,5.000000000000000000e-01
2.099999999999999645e-01,8.600000000000000977e-01,5.000000000000000000e-01
1.799999999999997158e-01,8.800000000000001155e-01,5.000000000000000000e-01
1.499999999999999112e-01,9.000000000000001332e-01,5.000000000000000000e-01
1.200000000000001066e-01,9.199999999999999289e-01,5.000000000000000000e-01
8.999999999999985789e-02,9.399999999999999467e-01,5.000000000000000000e-01
6.000000000000005329e-02,9.599999999999999645e-01,5.000000000000000000e-01
3.000000000000024869e-02,9.799999999999999822e-01,5.000000000000000000e-01
