0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
9.699999999999999734e-01,2.000000000000000042e-02,5.000000000000000000e-01
9.399999999999999467e-01,4.000000000000000083e-02,5.000000000000000000e-01
9.100000000000000311e-01,5.999999999999999778e-02,5.000000000000000000e-01
8.800000000000000044e-01,8.000000000000000167e-02,5.000000000000000000e-01
8.499999999999999778e-01,1.000000000000000056e-01,5.000000000000000000e-01
8.200000000000000622e-01,1.199999999999999956e-01,5.000000000000000000e-01
7.900000000000000355e-01,1.400000000000000133e-01,5.000000000000000000e-01
7.600000000000000089e-01,1.600000000000000033e-01,5.000000000000000000e-01
7.299999999999999822e-01,1.799999999999999933e-01,5.000000000000000000e-01
6.999999999999999556e-01,2.000000000000000111e-01,5.000000000000000000e-01
6.699999999999999289e-01,2.200000000000000011e-01,5.000000000000000000e-01
6.400000000000000133e-01,2.399999999999999911e-01,5.000000000000000000e-01
6.099999999999999867e-01,2.600000000000000089e-01,5.000000000000000000e-01
5.799999999999999600e-01,2.800000000000000266e-01,5.000000000000000000e-01
5.500000000000000444e-01,2.999999999999999889e-01,5.000000000000000000e-01
5.200000000000000178e-01,3.200000000000000067e-01,5.000000000000000000e-01
4.899999999999999911e-01,3.400000000000000244e-01,5.000000000000000000e-01
4.599999999999999645e-01,3.599999999999999867e-01,5.000000000000000000e-01
4.299999999999999378e-01,3.800000000000000044e-01,5.000000000000000000e-01
3.999999999999999112e-01,4.000000000000000222e-01,5.000000000000000000e-01
3.699999999999999956e-01,4.199999999999999845e-01,5.000000000000000000e-01
3.399999999999999689e-01,4.400000000000000022e-01,5.000000000000000000e-01
3.099999999999999423e-01,4.600000000000000200e-01,5.000000000000000000e-01
2.800000000000000266e-01,4.799999999999999822e-01,5.000000000000000000e-01
2.500000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01
2.199999999999999734e-01,5.200000000000000178e-01,5.000000000000000000e-01
1.899999999999999467e-01,5.400000000000000355e-01,5.000000000000000000e-01
1.599999999999999201e-01,5.600000000000000533e-01,5.000000000000000000e-01
1.300000000000001155e-01,5.799999999999999600e-01,5.000000000000000000e-01
1.000000000000000888e-01,5.999999999999999778e-01,5.000000000000000000e-01
7.000000000000006217e-02,6.199999999999999956e-01,5.000000000000000000e-01
4.000000000000003553e-02,6.400000000000000133e-01,5.000000000000000000e-01
1.000000000000000888e-02,6.600000000000000311e-01,5.000000000000000000e-01
9.799999999999999822e-01,6.800000000000000488e-01,5.000000000000000000e-01
9.499999999999999556e-01,7.000000000000000666e-01,5.000000000000000000e-01
9.199999999999999289e-01,7.199999999999999734e-01,5.000000000000000000e-01
8.900000000000001243e-01,7.399999999999999911e-01,5.000000000000000000e-01
8.599999999999998757e-01,7.600000000000000089e-01,5.000000000000000000e-01
8.300000000000000711e-01,7.800000000000000266e-01,5.000000000000000000e-01
7.999999999999998224e-01,8.000000000000000444e-01,5.000000000000000000e-01
7.700000000000000178e-01,8.200000000000000622e-01,5.000000000000000000e-01
7.399999999999999911e-01,8.399999999999999689e-01,5.000000000000000000e-01
7.099999999999999645e-01,8.599999999999999867e-01,5.000000000000000000e-01
6.799999999999999378e-01,8.800000000000000044e-01,5.000000000000000000e-01
6.499999999999999112e-01,9.000000000000000222e-01,5.000000000000000000e-01
6.199999999999998845e-01,9.200000000000000400e-01,5.000000000000000000e-01
5.899999999999998579e-01,9.400000000000000577e-01,5.000000000000000000e-01
5.600000000000000533e-01,9.599999999999999645e-01,5.000000000000000000e-01
5.300000000000000266e-01,9.799999999999999822e-01,5.000000000000000000e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01
4.699999999999999734e-01,2.000000000000001776e-02,5.000000000000000000e-01
4.399999999999999467e-01,4.000000000000003553e-02,5.000000000000000000e-01
4.099999999999999201e-01,6.000000000000005329e-02,5.000000000000000000e-01
3.799999999999998934e-01,8.000000000000007105e-02,5.000000000000000000e-01
3.499999999999998668e-01,1.000000000000000888e-01,5.000000000000000000e-01
3.199999999999998401e-01,1.200000000000001066e-01,5.000000000000000000e-01
2.899999999999998135e-01,1.400000000000001243e-01,5.000000000000000000e-01
2.600000000000002309e-01,1.599999999999999201e-01,5.000000000000000000e-01
2.299999999999999822e-01,1.799999999999999378e-01,5.000000000000000000e-01
2.000000000000001776e-01,1.999999999999999556e-01,5.000000000000000000e-01
1.699999999999999289e-01,2.199999999999999734e-01,5.000000000000000000e-01
1.400000000000001243e-01,2.399999999999999911e-01,5.000000000000000000e-01
1.099999999999998757e-01,2.600000000000000089e-01,5.000000000000000000e-01
8.000000000000007105e-02,2.800000000000000266e-01,5.000000000000000000e-01
4.999999999999982236e-02,3.000000000000000444e-01,5.000000000000000000e-01
2.000000000000001776e-02,3.200000000000000622e-01,5.000000000000000000e-01
9.899999999999997691e-01,3.400000000000000799e-01,5.000000000000000000e-01
9.599999999999999645e-01,3.600000000000000977e-01,5.000000000000000000e-01
9.299999999999997158e-01,3.800000000000001155e-01,5.000000000000000000e-01
8.999999999999999112e-01,4.000000000000001332e-01,5.000000000000000000e-01
8.700000000000001066e-01,4.199999999999999289e-01,5.000000000000000000e-01
8.399999999999998579e-01,4.399999999999999467e-01,5.000000000000000000e-01
8.100000000000000533e-01,4.599999999999999645e-01,5.000000000000000000e-01
7.800000000000002487e-01,4.799999999999999822e-01,5.000000000000000000e-01
7.500000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01
7.199999999999997513e-01,5.200000000000000178e-01,5.000000000000000000e-01
6.899999999999999467e-01,5.400000000000000355e-01,5.000000000000000000e-01
6.600000000000001421e-01,5.600000000000000533e-01,5.000000000000000000e-01
6.299999999999998934e-01,5.800000000000000711e-01,5.000000000000000000e-01
5.999999999999996447e-01,6.000000000000000888e-01,5.000000000000000000e-01
5.699999999999998401e-01,6.200000000000001066e-01,5.000000000000000000e-01
5.400000000000000355e-01,6.400000000000001243e-01,5.000000000000000000e-01
5.099999999999997868e-01,6.600000000000001421e-01,5.000000000000000000e-01
